step,train/node_label/f1_score,train/loss/total,train/loss/node_label,train/node_label/accuracy,epoch,lr-Adam,val/loss/node_label,val/node_label/f1_score,val/node_label/accuracy,val/loss/total,test/loss/total,test/node_label/accuracy,test/loss/node_label,test/node_label/f1_score
11249,,,,,,0.001,,,,,,,,
11249,0.7018314599990845,1.1933224201202393,1.1933224201202393,0.1434963494539261,167,,,,,,,,,
11255,,,,,167,,1.7111341953277588,0.48378875851631165,0.10752233862876892,1.7111341953277588,,,,
11256,,,,,,0.001,,,,,,,,
11299,,,,,,0.001,,,,,,,,
11299,0.6697484850883484,1.2737960815429688,1.2737960815429688,0.14756014943122864,168,,,,,,,,,
11322,,,,,168,,1.6345685720443726,0.5018671154975891,0.08058374375104904,1.6345685720443726,,,,
11323,,,,,,0.001,,,,,,,,
11349,,,,,,0.001,,,,,,,,
11349,0.740760087966919,1.2073209285736084,1.2073209285736084,0.21379774808883667,169,,,,,,,,,
11389,,,,,169,,1.6482899188995361,0.49889063835144043,0.08000818639993668,1.6482899188995361,,,,
11390,,,,,,0.001,,,,,,,,
11399,,,,,,0.001,,,,,,,,
11399,0.6390660405158997,1.2484949827194214,1.2484949827194214,0.08796238154172897,170,,,,,,,,,
11449,,,,,,0.001,,,,,,,,
11449,0.657512903213501,1.20062255859375,1.20062255859375,0.11697765439748764,170,,,,,,,,,
11456,,,,,170,,1.6567926406860352,0.5114020109176636,0.08815398812294006,1.6567926406860352,,,,
11457,,,,,,0.001,,,,,,,,
11499,,,,,,0.001,,,,,,,,
11499,0.6738004684448242,1.2310879230499268,1.2310879230499268,0.12269113212823868,171,,,,,,,,,
11523,,,,,171,,1.662967562675476,0.5108696222305298,0.09888254851102829,1.662967562675476,,,,
11524,,,,,,0.001,,,,,,,,
11549,,,,,,0.001,,,,,,,,
11549,0.6905514597892761,1.2511366605758667,1.2511366605758667,0.17036272585391998,172,,,,,,,,,
11590,,,,,172,,1.6467186212539673,0.49890512228012085,0.07951463758945465,1.6467186212539673,,,,
11591,,,,,,0.001,,,,,,,,
11599,,,,,,0.001,,,,,,,,
11599,0.6871879696846008,1.1707507371902466,1.1707507371902466,0.11612868309020996,173,,,,,,,,,
11649,,,,,,0.001,,,,,,,,
11649,0.6721371412277222,1.2260748147964478,1.2260748147964478,0.14388707280158997,173,,,,,,,,,
11657,,,,,173,,1.6885199546813965,0.47799938917160034,0.0832289382815361,1.6885199546813965,,,,
11658,,,,,,0.001,,,,,,,,
11699,,,,,,0.001,,,,,,,,
11699,0.6298149228096008,1.2514804601669312,1.2514804601669312,0.08822033554315567,174,,,,,,,,,
11724,,,,,174,,1.6776254177093506,0.4943416714668274,0.09489283710718155,1.6776254177093506,,,,
11725,,,,,,0.001,,,,,,,,
11749,,,,,,0.001,,,,,,,,
11749,0.599632978439331,1.321096658706665,1.321096658706665,0.07842711359262466,175,,,,,,,,,
11791,,,,,175,,1.6449413299560547,0.505959689617157,0.0849430114030838,1.6449413299560547,,,,
11792,,,,,,0.001,,,,,,,,
11799,,,,,,0.001,,,,,,,,
11799,0.6754729151725769,1.1954233646392822,1.1954233646392822,0.14294616878032684,176,,,,,,,,,
11849,,,,,,0.001,,,,,,,,
11849,0.6656531095504761,1.2533191442489624,1.2533191442489624,0.13840429484844208,176,,,,,,,,,
11858,,,,,176,,1.6525793075561523,0.49734359979629517,0.08576136827468872,1.6525793075561523,,,,
11859,,,,,,0.001,,,,,,,,
11899,,,,,,0.001,,,,,,,,
11899,0.6333358287811279,1.2980531454086304,1.2980531454086304,0.092070072889328,177,,,,,,,,,
11925,,,,,177,,1.6386152505874634,0.505603015422821,0.07673896104097366,1.6386152505874634,,,,
11926,,,,,,0.001,,,,,,,,
11949,,,,,,0.001,,,,,,,,
11949,0.597862720489502,1.260054588317871,1.260054588317871,0.056478600949048996,178,,,,,,,,,
11992,,,,,178,,1.6740286350250244,0.4928703308105469,0.08943463861942291,1.6740286350250244,,,,
11993,,,,,,0.001,,,,,,,,
11999,,,,,,0.001,,,,,,,,
11999,0.6762573719024658,1.2457295656204224,1.2457295656204224,0.14320987462997437,179,,,,,,,,,
12049,,,,,,0.001,,,,,,,,
12049,0.692919909954071,1.1800463199615479,1.1800463199615479,0.16202154755592346,179,,,,,,,,,
12059,,,,,179,,1.672196865081787,0.48442381620407104,0.07416878640651703,1.672196865081787,,,,
12060,,,,,,0.001,,,,,,,,
12099,,,,,,0.001,,,,,,,,
12099,0.6937355995178223,1.2470756769180298,1.2470756769180298,0.11478599160909653,180,,,,,,,,,
12126,,,,,180,,1.6325562000274658,0.48529893159866333,0.07422610372304916,1.6325562000274658,,,,
12127,,,,,,0.001,,,,,,,,
12149,,,,,,0.001,,,,,,,,
12149,0.6504110097885132,1.2300468683242798,1.2300468683242798,0.11232570558786392,181,,,,,,,,,
12193,,,,,181,,1.681548833847046,0.4764867424964905,0.06478612869977951,1.681548833847046,,,,
12194,,,,,,0.001,,,,,,,,
12199,,,,,,0.001,,,,,,,,
12199,0.6956650018692017,1.206400752067566,1.206400752067566,0.161956787109375,182,,,,,,,,,
12249,,,,,,0.001,,,,,,,,
12249,0.7007619738578796,1.1955500841140747,1.1955500841140747,0.17346349358558655,182,,,,,,,,,
12260,,,,,182,,1.6751823425292969,0.4916509687900543,0.08844432979822159,1.6751823425292969,,,,
12261,,,,,,0.001,,,,,,,,
12299,,,,,,0.001,,,,,,,,
12299,0.662496030330658,1.2092100381851196,1.2092100381851196,0.1168547198176384,183,,,,,,,,,
12327,,,,,183,,1.5946760177612305,0.5461716651916504,0.08894484490156174,1.5946760177612305,,,,
12328,,,,,,0.001,,,,,,,,
12349,,,,,,0.001,,,,,,,,
12349,0.6512445211410522,1.2732741832733154,1.2732741832733154,0.10727911442518234,184,,,,,,,,,
12394,,,,,184,,1.6433202028274536,0.515675961971283,0.08469414710998535,1.6433202028274536,,,,
12395,,,,,,0.001,,,,,,,,
12399,,,,,,0.001,,,,,,,,
12399,0.6617591381072998,1.2806693315505981,1.2806693315505981,0.1412571370601654,185,,,,,,,,,
12449,,,,,,0.001,,,,,,,,
12449,0.6917443871498108,1.2026599645614624,1.2026599645614624,0.14983589947223663,185,,,,,,,,,
12461,,,,,185,,1.6617131233215332,0.490640252828598,0.08920908719301224,1.6617131233215332,,,,
12462,,,,,,0.001,,,,,,,,
12499,,,,,,0.001,,,,,,,,
12499,0.6725667715072632,1.2408874034881592,1.2408874034881592,0.15364982187747955,186,,,,,,,,,
12528,,,,,186,,1.6902631521224976,0.47974807024002075,0.087535560131073,1.6902631521224976,,,,
12529,,,,,,0.001,,,,,,,,
12549,,,,,,0.001,,,,,,,,
12549,0.7363705635070801,1.1814194917678833,1.1814194917678833,0.20491884648799896,187,,,,,,,,,
12595,,,,,187,,1.671854853630066,0.487483412027359,0.07214665412902832,1.671854853630066,,,,
12596,,,,,,0.001,,,,,,,,
12599,,,,,,0.001,,,,,,,,
12599,0.6668579578399658,1.2643910646438599,1.2643910646438599,0.12542663514614105,188,,,,,,,,,
12649,,,,,,0.001,,,,,,,,
12649,0.5834535360336304,1.2714784145355225,1.2714784145355225,0.07196122407913208,188,,,,,,,,,
12662,,,,,188,,1.635253667831421,0.5022795796394348,0.06897716969251633,1.635253667831421,,,,
12663,,,,,,0.001,,,,,,,,
12699,,,,,,0.001,,,,,,,,
12699,0.6073346734046936,1.3310626745224,1.3310626745224,0.07977411150932312,189,,,,,,,,,
12729,,,,,189,,1.719313383102417,0.4736635386943817,0.09295040369033813,1.719313383102417,,,,
12730,,,,,,0.001,,,,,,,,
12749,,,,,,0.001,,,,,,,,
12749,0.6873916387557983,1.288935899734497,1.288935899734497,0.1598159372806549,190,,,,,,,,,
12796,,,,,190,,1.6806488037109375,0.49224546551704407,0.09159564226865768,1.6806488037109375,,,,
12797,,,,,,0.001,,,,,,,,
12799,,,,,,0.001,,,,,,,,
12799,0.6426711082458496,1.2867408990859985,1.2867408990859985,0.12121101468801498,191,,,,,,,,,
12849,,,,,,0.001,,,,,,,,
12849,0.6858483552932739,1.22752845287323,1.22752845287323,0.11349175125360489,191,,,,,,,,,
12863,,,,,191,,1.6601024866104126,0.5126537084579468,0.0934271514415741,1.6601024866104126,,,,
12864,,,,,,0.001,,,,,,,,
12899,,,,,,0.001,,,,,,,,
12899,0.663448691368103,1.3135707378387451,1.3135707378387451,0.13177300989627838,192,,,,,,,,,
12930,,,,,192,,1.67223060131073,0.5032930374145508,0.09152527153491974,1.67223060131073,,,,
12931,,,,,193,,,,,,1.8691288232803345,0.07692597806453705,1.8691288232803345,0.5026588439941406
